,index,file_path,label,type,dataset,rank,suit,rank_num,brightness
51,0,./data/train/ace of clubs/052.jpg,ace of clubs,ace,train,ace,clubs,1,219.2869499362245
52,0,./data/train/ace of clubs/053.jpg,ace of clubs,ace,train,ace,clubs,1,229.01807637117346
53,0,./data/train/ace of clubs/054.jpg,ace of clubs,ace,train,ace,clubs,1,221.55261479591837
54,0,./data/train/ace of clubs/055.jpg,ace of clubs,ace,train,ace,clubs,1,133.94714604591837
55,0,./data/train/ace of clubs/056.jpg,ace of clubs,ace,train,ace,clubs,1,241.28055245535714
56,0,./data/train/ace of clubs/057.jpg,ace of clubs,ace,train,ace,clubs,1,234.01707987882654
57,0,./data/train/ace of clubs/058.jpg,ace of clubs,ace,train,ace,clubs,1,81.31389508928571
58,0,./data/train/ace of clubs/059.jpg,ace of clubs,ace,train,ace,clubs,1,204.74370216836735
59,0,./data/train/ace of clubs/060.jpg,ace of clubs,ace,train,ace,clubs,1,238.8991151147959
60,0,./data/train/ace of clubs/061.jpg,ace of clubs,ace,train,ace,clubs,1,216.7724609375
61,0,./data/train/ace of clubs/062.jpg,ace of clubs,ace,train,ace,clubs,1,54.15840242346939
62,0,./data/train/ace of clubs/063.jpg,ace of clubs,ace,train,ace,clubs,1,219.48315927933675
63,0,./data/train/ace of clubs/064.jpg,ace of clubs,ace,train,ace,clubs,1,242.5994100765306
64,0,./data/train/ace of clubs/065.jpg,ace of clubs,ace,train,ace,clubs,1,239.98100685586735
65,0,./data/train/ace of clubs/066.jpg,ace of clubs,ace,train,ace,clubs,1,143.97875478316325
66,0,./data/train/ace of clubs/067.jpg,ace of clubs,ace,train,ace,clubs,1,177.46141581632654
67,0,./data/train/ace of clubs/068.jpg,ace of clubs,ace,train,ace,clubs,1,235.1911073022959
68,0,./data/train/ace of clubs/069.jpg,ace of clubs,ace,train,ace,clubs,1,228.5768893494898
69,0,./data/train/ace of clubs/070.jpg,ace of clubs,ace,train,ace,clubs,1,176.4948580994898
70,0,./data/train/ace of clubs/071.jpg,ace of clubs,ace,train,ace,clubs,1,234.09711814413265
71,0,./data/train/ace of clubs/072.jpg,ace of clubs,ace,train,ace,clubs,1,174.44387755102042
72,0,./data/train/ace of clubs/073.jpg,ace of clubs,ace,train,ace,clubs,1,192.7284558354592
73,0,./data/train/ace of clubs/074.jpg,ace of clubs,ace,train,ace,clubs,1,81.4683912627551
74,0,./data/train/ace of clubs/075.jpg,ace of clubs,ace,train,ace,clubs,1,217.1925422512755
75,0,./data/train/ace of clubs/076.jpg,ace of clubs,ace,train,ace,clubs,1,202.4764628507653
76,0,./data/train/ace of clubs/077.jpg,ace of clubs,ace,train,ace,clubs,1,217.28671077806123
77,0,./data/train/ace of clubs/078.jpg,ace of clubs,ace,train,ace,clubs,1,232.8278659119898
78,0,./data/train/ace of clubs/079.jpg,ace of clubs,ace,train,ace,clubs,1,233.87374441964286
79,0,./data/train/ace of clubs/080.jpg,ace of clubs,ace,train,ace,clubs,1,143.43767936862244
80,0,./data/train/ace of clubs/081.jpg,ace of clubs,ace,train,ace,clubs,1,209.60694355867346
81,0,./data/train/ace of clubs/082.jpg,ace of clubs,ace,train,ace,clubs,1,219.44650829081633
82,0,./data/train/ace of clubs/083.jpg,ace of clubs,ace,train,ace,clubs,1,215.49772799744898
83,0,./data/train/ace of clubs/084.jpg,ace of clubs,ace,train,ace,clubs,1,229.07629145408163
84,0,./data/train/ace of clubs/085.jpg,ace of clubs,ace,train,ace,clubs,1,229.8082948022959
85,0,./data/train/ace of clubs/086.jpg,ace of clubs,ace,train,ace,clubs,1,229.97708067602042
86,0,./data/train/ace of clubs/087.jpg,ace of clubs,ace,train,ace,clubs,1,232.94280133928572
87,0,./data/train/ace of clubs/088.jpg,ace of clubs,ace,train,ace,clubs,1,221.33733258928572
88,0,./data/train/ace of clubs/089.jpg,ace of clubs,ace,train,ace,clubs,1,32.999920280612244
89,0,./data/train/ace of clubs/090.jpg,ace of clubs,ace,train,ace,clubs,1,202.9041374362245
90,0,./data/train/ace of clubs/091.jpg,ace of clubs,ace,train,ace,clubs,1,210.13171635841837
91,0,./data/train/ace of clubs/092.jpg,ace of clubs,ace,train,ace,clubs,1,246.71687659438774
92,0,./data/train/ace of clubs/093.jpg,ace of clubs,ace,train,ace,clubs,1,214.14666374362244
93,0,./data/train/ace of clubs/094.jpg,ace of clubs,ace,train,ace,clubs,1,239.64435188137756
94,0,./data/train/ace of clubs/095.jpg,ace of clubs,ace,train,ace,clubs,1,37.42582110969388
95,0,./data/train/ace of clubs/096.jpg,ace of clubs,ace,train,ace,clubs,1,228.43423150510205
96,0,./data/train/ace of clubs/097.jpg,ace of clubs,ace,train,ace,clubs,1,236.98543128188774
97,0,./data/train/ace of clubs/098.jpg,ace of clubs,ace,train,ace,clubs,1,156.9542610012755
98,0,./data/train/ace of clubs/099.jpg,ace of clubs,ace,train,ace,clubs,1,189.90451610331633
99,0,./data/train/ace of clubs/100.jpg,ace of clubs,ace,train,ace,clubs,1,128.58432318239795
100,0,./data/train/ace of clubs/101.jpg,ace of clubs,ace,train,ace,clubs,1,225.1056680484694
101,0,./data/train/ace of clubs/102.jpg,ace of clubs,ace,train,ace,clubs,1,234.98871970663265
102,0,./data/train/ace of clubs/103.jpg,ace of clubs,ace,train,ace,clubs,1,202.25448421556123
103,0,./data/train/ace of clubs/104.jpg,ace of clubs,ace,train,ace,clubs,1,234.60698341836735
104,0,./data/train/ace of clubs/105.jpg,ace of clubs,ace,train,ace,clubs,1,226.77214205994898
105,0,./data/train/ace of clubs/106.jpg,ace of clubs,ace,train,ace,clubs,1,232.7722616390306
106,0,./data/train/ace of clubs/107.jpg,ace of clubs,ace,train,ace,clubs,1,226.65076929209184
107,0,./data/train/ace of clubs/108.jpg,ace of clubs,ace,train,ace,clubs,1,225.1544961734694
108,0,./data/train/ace of clubs/109.jpg,ace of clubs,ace,train,ace,clubs,1,222.74685108418367
109,0,./data/train/ace of clubs/110.jpg,ace of clubs,ace,train,ace,clubs,1,199.5115593112245
110,0,./data/train/ace of clubs/111.jpg,ace of clubs,ace,train,ace,clubs,1,197.92677774234693
111,0,./data/train/ace of clubs/112.jpg,ace of clubs,ace,train,ace,clubs,1,236.19168526785714
112,0,./data/train/ace of clubs/113.jpg,ace of clubs,ace,train,ace,clubs,1,232.2717833227041
113,0,./data/train/ace of clubs/114.jpg,ace of clubs,ace,train,ace,clubs,1,235.3963847257653
114,0,./data/train/ace of clubs/115.jpg,ace of clubs,ace,train,ace,clubs,1,234.8492506377551
115,0,./data/train/ace of clubs/116.jpg,ace of clubs,ace,train,ace,clubs,1,238.85369499362244
116,0,./data/train/ace of clubs/117.jpg,ace of clubs,ace,train,ace,clubs,1,248.70744977678572
117,0,./data/train/ace of clubs/118.jpg,ace of clubs,ace,train,ace,clubs,1,205.65072943239795
118,0,./data/train/ace of clubs/119.jpg,ace of clubs,ace,train,ace,clubs,1,242.85794005102042
119,0,./data/train/ace of clubs/120.jpg,ace of clubs,ace,train,ace,clubs,1,218.02776227678572
120,0,./data/train/ace of clubs/output,ace of clubs,ace,train,ace,clubs,1,
121,1,./data/train/ace of diamonds/001.jpg,ace of diamonds,ace,train,ace,diamonds,1,210.10997289540816
122,1,./data/train/ace of diamonds/002.jpg,ace of diamonds,ace,train,ace,diamonds,1,210.74934231505102
123,1,./data/train/ace of diamonds/003.jpg,ace of diamonds,ace,train,ace,diamonds,1,164.59416852678572
124,1,./data/train/ace of diamonds/004.jpg,ace of diamonds,ace,train,ace,diamonds,1,229.23046875
125,1,./data/train/ace of diamonds/005.jpg,ace of diamonds,ace,train,ace,diamonds,1,235.25392617984693
126,1,./data/train/ace of diamonds/006.jpg,ace of diamonds,ace,train,ace,diamonds,1,234.69581074617346
127,1,./data/train/ace of diamonds/007.jpg,ace of diamonds,ace,train,ace,diamonds,1,218.53067203443877
128,1,./data/train/ace of diamonds/008.jpg,ace of diamonds,ace,train,ace,diamonds,1,228.2707669005102
129,1,./data/train/ace of diamonds/009.jpg,ace of diamonds,ace,train,ace,diamonds,1,245.47217793367346
130,1,./data/train/ace of diamonds/010.jpg,ace of diamonds,ace,train,ace,diamonds,1,197.8927375637755
131,1,./data/train/ace of diamonds/011.jpg,ace of diamonds,ace,train,ace,diamonds,1,234.55990911989795
132,1,./data/train/ace of diamonds/012.jpg,ace of diamonds,ace,train,ace,diamonds,1,234.83235012755102
133,1,./data/train/ace of diamonds/013.jpg,ace of diamonds,ace,train,ace,diamonds,1,234.06704400510205
134,1,./data/train/ace of diamonds/014.jpg,ace of diamonds,ace,train,ace,diamonds,1,249.13946906887756
135,1,./data/train/ace of diamonds/015.jpg,ace of diamonds,ace,train,ace,diamonds,1,242.4026028380102
136,1,./data/train/ace of diamonds/016.jpg,ace of diamonds,ace,train,ace,diamonds,1,18.21418606505102
137,1,./data/train/ace of diamonds/017.jpg,ace of diamonds,ace,train,ace,diamonds,1,245.19489397321428
138,1,./data/train/ace of diamonds/018.jpg,ace of diamonds,ace,train,ace,diamonds,1,196.25593909438774
139,1,./data/train/ace of diamonds/019.jpg,ace of diamonds,ace,train,ace,diamonds,1,167.97873485331633
140,1,./data/train/ace of diamonds/020.jpg,ace of diamonds,ace,train,ace,diamonds,1,240.67811304209184
141,1,./data/train/ace of diamonds/021.jpg,ace of diamonds,ace,train,ace,diamonds,1,196.07300302933675
142,1,./data/train/ace of diamonds/022.jpg,ace of diamonds,ace,train,ace,diamonds,1,198.83456234056123
143,1,./data/train/ace of diamonds/023.jpg,ace of diamonds,ace,train,ace,diamonds,1,215.94473453443877
144,1,./data/train/ace of diamonds/024.jpg,ace of diamonds,ace,train,ace,diamonds,1,196.85004783163265
145,1,./data/train/ace of diamonds/025.jpg,ace of diamonds,ace,train,ace,diamonds,1,196.47144052933675
146,1,./data/train/ace of diamonds/026.jpg,ace of diamonds,ace,train,ace,diamonds,1,214.4158163265306
147,1,./data/train/ace of diamonds/027.jpg,ace of diamonds,ace,train,ace,diamonds,1,247.5689772002551
148,1,./data/train/ace of diamonds/028.jpg,ace of diamonds,ace,train,ace,diamonds,1,244.64016661352042
149,1,./data/train/ace of diamonds/029.jpg,ace of diamonds,ace,train,ace,diamonds,1,246.5772082270408
150,1,./data/train/ace of diamonds/030.jpg,ace of diamonds,ace,train,ace,diamonds,1,15.893534757653061
151,1,./data/train/ace of diamonds/031.jpg,ace of diamonds,ace,train,ace,diamonds,1,220.03898278061226
152,1,./data/train/ace of diamonds/032.jpg,ace of diamonds,ace,train,ace,diamonds,1,234.50729432397958
153,1,./data/train/ace of diamonds/033.jpg,ace of diamonds,ace,train,ace,diamonds,1,242.4332350127551
154,1,./data/train/ace of diamonds/034.jpg,ace of diamonds,ace,train,ace,diamonds,1,206.76837531887756
155,1,./data/train/ace of diamonds/035.jpg,ace of diamonds,ace,train,ace,diamonds,1,225.25890864158163
156,1,./data/train/ace of diamonds/036.jpg,ace of diamonds,ace,train,ace,diamonds,1,208.66834741709184
157,1,./data/train/ace of diamonds/037.jpg,ace of diamonds,ace,train,ace,diamonds,1,193.40864158163265
158,1,./data/train/ace of diamonds/038.jpg,ace of diamonds,ace,train,ace,diamonds,1,210.22897401147958
159,1,./data/train/ace of diamonds/039.jpg,ace of diamonds,ace,train,ace,diamonds,1,214.0677415497449
160,1,./data/train/ace of diamonds/040.jpg,ace of diamonds,ace,train,ace,diamonds,1,226.8420559630102
161,1,./data/train/ace of diamonds/041.jpg,ace of diamonds,ace,train,ace,diamonds,1,219.13277264030611
162,1,./data/train/ace of diamonds/042.jpg,ace of diamonds,ace,train,ace,diamonds,1,232.14313616071428
163,1,./data/train/ace of diamonds/043.jpg,ace of diamonds,ace,train,ace,diamonds,1,247.16639429209184
164,1,./data/train/ace of diamonds/044.jpg,ace of diamonds,ace,train,ace,diamonds,1,233.90662866709184
165,1,./data/train/ace of diamonds/045.jpg,ace of diamonds,ace,train,ace,diamonds,1,248.11808434311226
166,1,./data/train/ace of diamonds/046.jpg,ace of diamonds,ace,train,ace,diamonds,1,205.6243821747449
167,1,./data/train/ace of diamonds/047.jpg,ace of diamonds,ace,train,ace,diamonds,1,185.4603196747449
168,1,./data/train/ace of diamonds/048.jpg,ace of diamonds,ace,train,ace,diamonds,1,236.41499920280611
169,1,./data/train/ace of diamonds/049.jpg,ace of diamonds,ace,train,ace,diamonds,1,224.86453683035714
170,1,./data/train/ace of diamonds/050.jpg,ace of diamonds,ace,train,ace,diamonds,1,221.18407206632654
171,1,./data/train/ace of diamonds/051.jpg,ace of diamonds,ace,train,ace,diamonds,1,16.034458705357142
172,1,./data/train/ace of diamonds/052.jpg,ace of diamonds,ace,train,ace,diamonds,1,186.47171954719389
173,1,./data/train/ace of diamonds/053.jpg,ace of diamonds,ace,train,ace,diamonds,1,242.5487683354592
174,1,./data/train/ace of diamonds/054.jpg,ace of diamonds,ace,train,ace,diamonds,1,234.5565409757653
175,1,./data/train/ace of diamonds/055.jpg,ace of diamonds,ace,train,ace,diamonds,1,232.29721380739795
176,1,./data/train/ace of diamonds/056.jpg,ace of diamonds,ace,train,ace,diamonds,1,53.55454799107143
177,1,./data/train/ace of diamonds/057.jpg,ace of diamonds,ace,train,ace,diamonds,1,244.4267578125
178,1,./data/train/ace of diamonds/058.jpg,ace of diamonds,ace,train,ace,diamonds,1,229.14363440688774
179,1,./data/train/ace of diamonds/059.jpg,ace of diamonds,ace,train,ace,diamonds,1,221.1805046237245
180,1,./data/train/ace of diamonds/060.jpg,ace of diamonds,ace,train,ace,diamonds,1,226.38546316964286
181,1,./data/train/ace of diamonds/061.jpg,ace of diamonds,ace,train,ace,diamonds,1,239.30090082908163
182,1,./data/train/ace of diamonds/062.jpg,ace of diamonds,ace,train,ace,diamonds,1,232.84253427933675
183,1,./data/train/ace of diamonds/063.jpg,ace of diamonds,ace,train,ace,diamonds,1,137.19876036352042
184,1,./data/train/ace of diamonds/064.jpg,ace of diamonds,ace,train,ace,diamonds,1,197.50581951530611
185,1,./data/train/ace of diamonds/065.jpg,ace of diamonds,ace,train,ace,diamonds,1,221.3870774872449
186,1,./data/train/ace of diamonds/066.jpg,ace of diamonds,ace,train,ace,diamonds,1,214.69040975765307
187,1,./data/train/ace of diamonds/067.jpg,ace of diamonds,ace,train,ace,diamonds,1,230.0164022640306
188,1,./data/train/ace of diamonds/068.jpg,ace of diamonds,ace,train,ace,diamonds,1,246.36989795918367
189,1,./data/train/ace of diamonds/069.jpg,ace of diamonds,ace,train,ace,diamonds,1,234.40925940688774
190,1,./data/train/ace of diamonds/070.jpg,ace of diamonds,ace,train,ace,diamonds,1,237.80492665816325
191,1,./data/train/ace of diamonds/071.jpg,ace of diamonds,ace,train,ace,diamonds,1,233.4108338647959
192,1,./data/train/ace of diamonds/072.jpg,ace of diamonds,ace,train,ace,diamonds,1,240.3078164859694
193,1,./data/train/ace of diamonds/073.jpg,ace of diamonds,ace,train,ace,diamonds,1,232.89076450892858
194,1,./data/train/ace of diamonds/074.jpg,ace of diamonds,ace,train,ace,diamonds,1,227.74812659438774
195,1,./data/train/ace of diamonds/075.jpg,ace of diamonds,ace,train,ace,diamonds,1,216.84275350765307
196,1,./data/train/ace of diamonds/076.jpg,ace of diamonds,ace,train,ace,diamonds,1,7.473034917091836
197,1,./data/train/ace of diamonds/077.jpg,ace of diamonds,ace,train,ace,diamonds,1,231.48455436862244
198,1,./data/train/ace of diamonds/078.jpg,ace of diamonds,ace,train,ace,diamonds,1,210.69943797831633
199,1,./data/train/ace of diamonds/079.jpg,ace of diamonds,ace,train,ace,diamonds,1,248.74738919005102
200,1,./data/train/ace of diamonds/080.jpg,ace of diamonds,ace,train,ace,diamonds,1,231.83585778061226
201,1,./data/train/ace of diamonds/081.jpg,ace of diamonds,ace,train,ace,diamonds,1,198.73917809311226
202,1,./data/train/ace of diamonds/082.jpg,ace of diamonds,ace,train,ace,diamonds,1,176.70804767219389
203,1,./data/train/ace of diamonds/083.jpg,ace of diamonds,ace,train,ace,diamonds,1,36.79239078443877
204,1,./data/train/ace of diamonds/084.jpg,ace of diamonds,ace,train,ace,diamonds,1,197.81859853316325
205,1,./data/train/ace of diamonds/085.jpg,ace of diamonds,ace,train,ace,diamonds,1,225.5104830994898
206,1,./data/train/ace of diamonds/086.jpg,ace of diamonds,ace,train,ace,diamonds,1,227.15708705357142
207,1,./data/train/ace of diamonds/087.jpg,ace of diamonds,ace,train,ace,diamonds,1,239.07515545280611
208,1,./data/train/ace of diamonds/088.jpg,ace of diamonds,ace,train,ace,diamonds,1,169.7647480867347
209,1,./data/train/ace of diamonds/089.jpg,ace of diamonds,ace,train,ace,diamonds,1,114.60447225765306
210,1,./data/train/ace of diamonds/090.jpg,ace of diamonds,ace,train,ace,diamonds,1,165.82338169642858
211,1,./data/train/ace of diamonds/091.jpg,ace of diamonds,ace,train,ace,diamonds,1,229.6159119897959
212,1,./data/train/ace of diamonds/092.jpg,ace of diamonds,ace,train,ace,diamonds,1,240.1631855867347
213,1,./data/train/ace of diamonds/093.jpg,ace of diamonds,ace,train,ace,diamonds,1,219.34382971938774
214,1,./data/train/ace of diamonds/094.jpg,ace of diamonds,ace,train,ace,diamonds,1,219.48828125
215,1,./data/train/ace of diamonds/095.jpg,ace of diamonds,ace,train,ace,diamonds,1,170.32537468112244
216,1,./data/train/ace of diamonds/096.jpg,ace of diamonds,ace,train,ace,diamonds,1,221.8233019770408
217,1,./data/train/ace of diamonds/097.jpg,ace of diamonds,ace,train,ace,diamonds,1,206.5705715880102
218,1,./data/train/ace of diamonds/098.jpg,ace of diamonds,ace,train,ace,diamonds,1,228.01399075255102
219,1,./data/train/ace of diamonds/099.jpg,ace of diamonds,ace,train,ace,diamonds,1,243.68706154336735
220,1,./data/train/ace of diamonds/100.jpg,ace of diamonds,ace,train,ace,diamonds,1,237.80538504464286
221,1,./data/train/ace of diamonds/101.jpg,ace of diamonds,ace,train,ace,diamonds,1,230.85776068239795
222,1,./data/train/ace of diamonds/102.jpg,ace of diamonds,ace,train,ace,diamonds,1,223.6524433992347
223,1,./data/train/ace of diamonds/103.jpg,ace of diamonds,ace,train,ace,diamonds,1,195.4922871492347
224,1,./data/train/ace of diamonds/104.jpg,ace of diamonds,ace,train,ace,diamonds,1,215.45756935586735
225,1,./data/train/ace of diamonds/105.jpg,ace of diamonds,ace,train,ace,diamonds,1,224.42135682397958
226,1,./data/train/ace of diamonds/106.jpg,ace of diamonds,ace,train,ace,diamonds,1,236.71348852040816
227,1,./data/train/ace of diamonds/107.jpg,ace of diamonds,ace,train,ace,diamonds,1,229.68393255739795
228,1,./data/train/ace of diamonds/108.jpg,ace of diamonds,ace,train,ace,diamonds,1,249.18407206632654
229,1,./data/train/ace of diamonds/109.jpg,ace of diamonds,ace,train,ace,diamonds,1,239.58739237882654
230,1,./data/train/ace of diamonds/110.jpg,ace of diamonds,ace,train,ace,diamonds,1,21.688038105867346
231,1,./data/train/ace of diamonds/111.jpg,ace of diamonds,ace,train,ace,diamonds,1,244.85668447066325
232,1,./data/train/ace of diamonds/112.jpg,ace of diamonds,ace,train,ace,diamonds,1,223.94507334183675
233,1,./data/train/ace of diamonds/113.jpg,ace of diamonds,ace,train,ace,diamonds,1,238.47331393494898
234,1,./data/train/ace of diamonds/114.jpg,ace of diamonds,ace,train,ace,diamonds,1,246.39999202806123
235,1,./data/train/ace of diamonds/115.jpg,ace of diamonds,ace,train,ace,diamonds,1,247.48712531887756
236,1,./data/train/ace of diamonds/116.jpg,ace of diamonds,ace,train,ace,diamonds,1,214.50290975765307
237,1,./data/train/ace of diamonds/117.jpg,ace of diamonds,ace,train,ace,diamonds,1,206.06192203443877
238,1,./data/train/ace of diamonds/118.jpg,ace of diamonds,ace,train,ace,diamonds,1,205.7627949617347
239,1,./data/train/ace of diamonds/119.jpg,ace of diamonds,ace,train,ace,diamonds,1,205.0433274872449
240,1,./data/train/ace of diamonds/120.jpg,ace of diamonds,ace,train,ace,diamonds,1,204.4450534119898
241,1,./data/train/ace of diamonds/121.jpg,ace of diamonds,ace,train,ace,diamonds,1,239.19054926658163
242,1,./data/train/ace of diamonds/122.jpg,ace of diamonds,ace,train,ace,diamonds,1,240.6614915497449
243,1,./data/train/ace of diamonds/123.jpg,ace of diamonds,ace,train,ace,diamonds,1,249.7936862244898
244,1,./data/train/ace of diamonds/124.jpg,ace of diamonds,ace,train,ace,diamonds,1,214.03579400510205
245,1,./data/train/ace of diamonds/125.jpg,ace of diamonds,ace,train,ace,diamonds,1,213.71043925382654
246,1,./data/train/ace of diamonds/126.jpg,ace of diamonds,ace,train,ace,diamonds,1,13.138392857142858
247,1,./data/train/ace of diamonds/127.jpg,ace of diamonds,ace,train,ace,diamonds,1,207.5652702487245
248,1,./data/train/ace of diamonds/128.jpg,ace of diamonds,ace,train,ace,diamonds,1,159.84984853316325
249,1,./data/train/ace of diamonds/129.jpg,ace of diamonds,ace,train,ace,diamonds,1,220.0900031887755
250,2,./data/train/ace of hearts/001.jpg,ace of hearts,ace,train,ace,hearts,1,47.001933195153065
251,2,./data/train/ace of hearts/002.jpg,ace of hearts,ace,train,ace,hearts,1,200.98879942602042
252,2,./data/train/ace of hearts/003.jpg,ace of hearts,ace,train,ace,hearts,1,219.06511080994898
253,2,./data/train/ace of hearts/004.jpg,ace of hearts,ace,train,ace,hearts,1,225.38713727678572
254,2,./data/train/ace of hearts/005.jpg,ace of hearts,ace,train,ace,hearts,1,190.5234375
255,2,./data/train/ace of hearts/006.jpg,ace of hearts,ace,train,ace,hearts,1,198.55151865433675
256,2,./data/train/ace of hearts/007.jpg,ace of hearts,ace,train,ace,hearts,1,219.98009008290816
257,2,./data/train/ace of hearts/008.jpg,ace of hearts,ace,train,ace,hearts,1,235.2774035395408
258,2,./data/train/ace of hearts/009.jpg,ace of hearts,ace,train,ace,hearts,1,239.06538982780611
259,2,./data/train/ace of hearts/010.jpg,ace of hearts,ace,train,ace,hearts,1,168.4610371492347
260,2,./data/train/ace of hearts/011.jpg,ace of hearts,ace,train,ace,hearts,1,52.37832828443877
261,2,./data/train/ace of hearts/012.jpg,ace of hearts,ace,train,ace,hearts,1,174.595703125
262,2,./data/train/ace of hearts/013.jpg,ace of hearts,ace,train,ace,hearts,1,219.31534996811226
263,2,./data/train/ace of hearts/014.jpg,ace of hearts,ace,train,ace,hearts,1,236.9911511479592
264,2,./data/train/ace of hearts/015.jpg,ace of hearts,ace,train,ace,hearts,1,210.93361367984693
265,2,./data/train/ace of hearts/016.jpg,ace of hearts,ace,train,ace,hearts,1,248.48335857780611
